Date,Symbol,Company Name,Split Ratio
04/02/2024,XXII,22nd Century Group Inc,1 : 16
04/01/2024,PLUR,Pluri Inc,1 : 8
03/27/2024,LGVN,Longeveron Inc,1 : 10
03/25/2024,INTZ,Intrusion Inc,1 : 20
03/22/2024,MBRX,Moleculin Biotech Inc,1 : 15
03/22/2024,MLGO,Microalgo Inc,1 : 10
03/21/2024,BTTR,Better Choice Co Inc,1 : 43.99
03/08/2024,CISO,Ciso Global Inc,1 : 15
03/06/2024,CPHI,China Pharma Holdings Inc,1 : 5
03/04/2024,LQR,LQR House Inc.,1:1
03/04/2024,IFBD,Infobird Co Ltd.,1 : 8
03/01/2024,CJJD,China Jo-jo Drugstores Inc,1 : 20
03/01/2024,RETO,Reto Eco-solutions Inc,1 : 10
03/01/2024,FFIE,Faraday Future Intelligent Electric Inc,1 : 3
02/29/2024,ZCMD,Zhongchao Inc,1 : 10
02/28/2024,ATNF,180 Life Sciences Corp,1 : 19
02/27/2024,AUUD,Auddia Inc,1 : 25
02/27/2024,PHUN,Phunware Inc,1 : 50
02/23/2024,LYT,Lytus Technologies Holdings Ptv Ltd.,1 : 59.99
02/23/2024,BPTH,Bio-path Holdings Inc,1 : 20
02/20/2024,VCNX,Vaccinex Inc,1 : 14
02/16/2024,SISI,Shineco Inc,1 : 10
02/15/2024,MYMD,Mymd Pharmaceuticals Inc,1 : 30
02/14/2024,EJH,E-home Household Service Holdings Ltd.,1 : 5
02/12/2024,SGLY,Singularity Future Technology Ltd.,1 : 10
02/05/2024,FRGT,Freight Technologies Inc,1 : 10
02/05/2024,MMAT,Meta Materials Inc.,1:2
02/02/2024,BSGM,Biosig Technologies Inc,1 : 10
02/02/2024,GNPX,Genprex Inc,1 : 40
02/01/2024,CMAX,Caremax Inc,1 : 30
01/25/2024,REVB,Revelation Biosciences Inc,1 : 30
01/25/2024,KAVL,Kaival Brands Innovations Group Inc,1 : 21
01/23/2024,DTSS,Datasea Inc,1 : 15
01/22/2024,NVVE,Nuvve Holding Corp,1 : 40
01/22/2024,PCSA,Processa Pharmaceuticals Inc,1 : 20
01/22/2024,REBN,Reborn Coffee Inc,1 : 8
01/19/2024,CLEU,China Liberal Education Holdings Ltd.,1 : 15
01/16/2024,RNAZ,Transcode Therapeutics Inc,1 : 40
01/09/2024,TTNP,Titan Pharmaceuticals Inc,1 : 20
01/05/2024,DSS,Dss Inc,1 : 20
01/04/2024,ACON,Aclarion Inc,1 : 16
01/03/2024,PRSO,Peraso Inc,1 : 40
01/03/2024,TENX,Tenax Therapeutics Inc,1 : 80
01/02/2024,TBLT,Toughbuilt Industries Inc,1 : 65.02
12/29/2023,AVTX,Avalo Therapeutics Inc,1 : 239.81
12/27/2023,NXU,Nxu Inc,1 : 149.93
12/22/2023,GMBL,Esports Entertainment Group Inc,1 : 400
12/21/2023,MULN,Mullen Automotive Inc,1 : 100
12/21/2023,BKYI,Bio Key International Inc,1 : 18
12/20/2023,WNW,Meiwu Technology Co Ltd.,1 : 35
12/20/2023,SIDU,Sidus Space Inc,1 : 100
12/18/2023,VRAX,Virax Biolabs Group Ltd.,1 : 10
12/11/2023,SNCR,Synchronoss Technologies Inc,1 : 9
12/08/2023,SNCE,Science 37 Holdings Inc,1 : 20
12/08/2023,CENN,Cenntro Inc,1 : 10
12/07/2023,PAVM,Pavmed Inc,1 : 15
12/04/2023,MCOM,Micromobilitycom Inc,1 : 149.93
12/01/2023,ENG,Englobal Corp,1 : 8
11/30/2023,CING,Cingulate Inc,1 : 20
11/30/2023,UK,Ucommune International Ltd.,1 : 12
11/28/2023,YOSH,Yoshiharu Global Co.,1 : 10
11/27/2023,CHR,Cheer Holding Inc,1 : 10
11/21/2023,VTVT,Vtv Therapeutics Inc,1 : 40
11/14/2023,PRE,Prenetics Global Ltd.,1 : 15
11/07/2023,NVOS,Novo Integrated Sciences Inc,1 : 10
11/03/2023,JFBR,Jeffs' Brands Ltd.,1 : 7
10/27/2023,CPOP,Pop Culture Group Co Ltd.,1 : 10
10/27/2023,JWEL,Jowell Global Ltd.,1 : 16
10/27/2023,VVOS,Vivos Therapeutics Inc,1 : 25
10/18/2023,OCG,Oriental Culture Holding Ltd.,1 : 5
10/18/2023,WAVD,Wavedancer Inc,1 : 10
10/17/2023,NTBL,Notable Labs Ltd.,1 : 35
10/16/2023,MIND,Mind Technology Inc,1 : 10
10/16/2023,PIXY,Shiftpixy Inc,1 : 24
10/16/2023,AQB,Aquabounty Technologies Inc,1 : 20
10/16/2023,SLNH,Soluna Holdings Inc,1 : 25
10/13/2023,LIFW,Msp Recovery Inc,1 : 25
10/11/2023,AGRI,Agriforce Growing Systems Ltd.,1 : 50
10/06/2023,VVPR,Vivopower International PLC,1 : 10
10/05/2023,SXTC,China Sxt Pharmaceuticals Inc,1 : 25
10/02/2023,EBET,Ebet Inc,1 : 30
09/18/2023,AYRO,Ayro Inc,1 : 8
09/18/2023,AEHL,Antelope Enterprise Holdings Ltd.,1 : 10
09/15/2023,KXIN,Kaixin Holdings,1 : 15
09/14/2023,ASTR,Astra Space Inc,1 : 15
09/13/2023,AVGR,Avinger Inc,1 : 15
09/12/2023,AMPE,Ampio Pharmaceuticals Inc,1 : 20
09/12/2023,ASTI,Ascent Solar Technologies Inc,1 : 200
09/12/2023,LFLY,Leafly Holdings Inc,1 : 20
09/08/2023,BACK,Imac Holdings Inc,1 : 30
09/07/2023,GROM,Grom Social Enterprises Inc,1 : 20
09/07/2023,RVYL,Ryvyl Inc,1 : 10
08/24/2023,MNTS,Momentus Inc,1 : 50
08/18/2023,ADTX,Aditxt Inc,1 : 40
